user_id,name,city,segment,dietary_preference,veg_days,rfm_recency,rfm_frequency,rfm_monetary,order_count,avg_order_value,favourite_cuisines
U01346,Pallavi Pau,Mumbai,Budget,none,[],5,13,280,23,200,"[""Biryani""]"
U01347,Mekhala Jani,Hyderabad,Premium,none,[],6,14,643,10,941,"[""Italian"", ""Mughlai""]"
U01348,Vasudha Gola,Bangalore,Budget,non-veg,[],2,25,335,42,299,"[""Street Food""]"
U01349,Veda Kulkarni,Delhi,Budget,non-veg,[],9,29,271,28,287,"[""South Indian"", ""Street Food""]"
U01350,Hemangini Rao,Mumbai,Family,non-veg,"[0, 3, 5]",1,15,1377,34,926,"[""Chinese""]"
U01351,Jagat Karpe,Mumbai,Occasional,none,[2],37,4,375,4,343,"[""Chinese"", ""Mughlai""]"
U01352,Neel Chaudhry,Chennai,Health,non-veg,"[0, 2, 6]",1,6,645,17,555,"[""Desserts & Bakery"", ""North Indian""]"
U01353,Yashoda Rattan,Delhi,Budget,non-veg,[],7,29,243,16,179,"[""Mughlai""]"
U01354,Charles Dyal,Bangalore,Occasional,none,[6],18,3,548,4,225,"[""Biryani"", ""Chinese"", ""Mughlai""]"
U01355,Abdul Chand,Delhi,Premium,non-veg,[],1,13,854,25,919,"[""Italian""]"
U01356,Urishilla Saran,Chennai,Occasional,veg,[],13,2,586,1,232,"[""Chinese"", ""Continental""]"
U01357,Devansh Lall,Mumbai,Occasional,non-veg,[],34,4,405,6,226,"[""Italian""]"
U01358,Kamala Buch,Chennai,Budget,non-veg,[],2,24,325,30,190,"[""Cafe"", ""Biryani""]"
U01359,Leena Rattan,Chennai,Occasional,none,[5],42,4,228,3,433,"[""Street Food""]"
U01360,Dakshesh Gill,Mumbai,Budget,non-veg,"[0, 6]",9,23,189,31,182,"[""Street Food""]"
U01361,Reva Anne,Mumbai,Occasional,veg,"[2, 6]",43,1,455,4,407,"[""Chinese""]"
U01362,Zarna Mangal,Hyderabad,Occasional,veg,"[0, 1, 5]",35,4,484,4,210,"[""Mughlai"", ""Desserts & Bakery"", ""Street Food""]"
U01363,Bahadurjit Uppal,Chennai,Family,veg,[],8,17,1404,32,1193,"[""Italian""]"
U01364,Omkaar Banik,Mumbai,Budget,veg,[5],9,26,237,21,260,"[""North Indian"", ""Italian""]"
U01365,William Acharya,Delhi,Budget,veg,[1],7,14,264,44,227,"[""Chinese"", ""Continental"", ""Biryani""]"
U01366,Gabriel Majumdar,Hyderabad,Budget,veg,"[1, 4, 6]",6,10,245,42,262,"[""Desserts & Bakery"", ""Mughlai""]"
U01367,Ira Rana,Mumbai,Premium,non-veg,"[1, 2]",1,12,1143,33,970,"[""Continental"", ""Italian"", ""North Indian""]"
U01368,Sai Vasa,Pune,Health,vegan,"[3, 4]",1,9,474,17,337,"[""Mughlai"", ""Continental"", ""Biryani""]"
U01369,Ekapad Chana,Chennai,Budget,veg,[],7,23,152,47,265,"[""Chinese""]"
U01370,Ijaya Palan,Kolkata,Premium,non-veg,"[1, 3]",2,17,822,10,635,"[""Italian""]"
U01371,Upkaar Hayer,Delhi,Occasional,none,[],42,3,274,7,459,"[""Cafe"", ""Continental"", ""North Indian""]"
U01372,Netra Agrawal,Chennai,Occasional,veg,[6],22,1,395,3,211,"[""Chinese"", ""Mughlai"", ""Biryani""]"
U01373,Parth Ray,Bangalore,Family,veg,"[1, 3, 5]",2,12,1289,20,547,"[""Chinese"", ""Street Food"", ""Cafe""]"
U01374,Elijah Thakur,Hyderabad,Family,non-veg,"[1, 5]",3,8,1376,32,711,"[""Italian"", ""South Indian"", ""Street Food""]"
U01375,Harini Dada,Hyderabad,Budget,veg,[],7,20,182,21,206,"[""North Indian"", ""Mughlai""]"
U01376,Zashil Savant,Pune,Budget,veg,[5],1,17,227,48,256,"[""Biryani"", ""Italian""]"
U01377,Veda Kohli,Chennai,Budget,veg,[3],2,14,241,30,154,"[""Continental""]"
U01378,Tara Sharma,Bangalore,Occasional,non-veg,[],14,4,591,7,393,"[""South Indian""]"
U01379,Vasatika Dada,Jaipur,Budget,veg,[3],7,14,300,15,275,"[""Mughlai"", ""North Indian"", ""Continental""]"
U01380,Ekansh Raja,Bangalore,Family,none,[],1,18,515,20,1179,"[""Mughlai"", ""Italian""]"
U01381,Victor Mutti,Bangalore,Occasional,veg,[],25,2,299,3,437,"[""Biryani"", ""Continental""]"
U01382,Ira Varty,Ahmedabad,Occasional,non-veg,"[0, 4, 5]",11,2,556,3,268,"[""Continental"", ""Cafe""]"
U01383,Adya Kothari,Mumbai,Occasional,none,"[1, 3]",23,3,239,5,270,"[""South Indian"", ""Biryani"", ""Desserts & Bakery""]"
U01384,Girik Rastogi,Kolkata,Budget,veg,[],3,21,265,15,232,"[""Italian"", ""North Indian""]"
U01385,Faqid Gokhale,Kolkata,Budget,non-veg,"[3, 4, 5]",8,11,219,40,155,"[""Biryani"", ""Continental""]"
U01386,Dipta Pandya,Mumbai,Budget,non-veg,[],4,17,187,41,241,"[""Continental""]"
U01387,Amruta Goswami,Chennai,Budget,non-veg,[],7,29,245,29,181,"[""Mughlai"", ""Cafe""]"
U01388,Wishi Iyengar,Bangalore,Occasional,none,"[0, 1, 5]",17,2,527,6,351,"[""Continental"", ""Chinese""]"
U01389,Wyatt Lanka,Chennai,Occasional,non-veg,[],41,1,494,5,266,"[""Chinese"", ""North Indian"", ""South Indian""]"
U01390,Veer Jain,Mumbai,Family,veg,[],2,14,1072,20,653,"[""Cafe"", ""Street Food"", ""North Indian""]"
U01391,Ishani Dugal,Bangalore,Budget,veg,[1],9,11,300,45,263,"[""Italian"", ""North Indian""]"
U01392,Jagdish Brar,Mumbai,Health,veg,[],9,10,595,21,375,"[""Chinese"", ""Biryani""]"
U01393,Abeer Basak,Ahmedabad,Occasional,none,"[2, 5]",36,2,432,1,431,"[""Cafe"", ""Continental""]"
U01394,Kamya Murty,Mumbai,Premium,veg,[6],1,14,1109,23,723,"[""South Indian"", ""Chinese""]"
U01395,Anvi Swaminathan,Hyderabad,Premium,non-veg,[],5,9,1075,22,968,"[""Continental"", ""South Indian"", ""Biryani""]"
U01396,Yasti Mammen,Delhi,Family,non-veg,[],2,17,644,16,559,"[""North Indian"", ""Mughlai""]"
U01397,Tristan Dave,Hyderabad,Occasional,veg,[6],43,1,272,2,313,"[""North Indian"", ""South Indian""]"
U01398,Pallavi Sridhar,Mumbai,Health,non-veg,"[0, 4, 6]",3,8,485,16,466,"[""North Indian"", ""Desserts & Bakery""]"
U01399,Yadavi Palan,Ahmedabad,Health,non-veg,[],9,13,351,14,599,"[""Cafe""]"
U01400,Owen Shankar,Bangalore,Occasional,non-veg,[],16,4,329,7,304,"[""Biryani""]"
U01401,Zarna Sharma,Kolkata,Budget,non-veg,[6],1,18,198,29,156,"[""Biryani"", ""Continental""]"
U01402,Abhiram Arora,Chennai,Budget,none,[],7,29,324,33,259,"[""Desserts & Bakery""]"
U01403,Ladli Chaudhuri,Mumbai,Family,none,"[1, 4, 6]",6,11,608,16,947,"[""Biryani"", ""South Indian"", ""Chinese""]"
U01404,Janaki Lad,Lucknow,Budget,veg,[],7,27,338,25,220,"[""Chinese"", ""North Indian"", ""Mughlai""]"
U01405,Adya Khalsa,Ahmedabad,Budget,non-veg,[2],5,18,180,42,208,"[""Cafe"", ""Desserts & Bakery""]"
U01406,Urishilla Oza,Hyderabad,Family,non-veg,[],2,12,1431,12,828,"[""Desserts & Bakery""]"
U01407,Qarin Tara,Mumbai,Health,vegan,[],4,12,402,21,554,"[""Italian"", ""Cafe"", ""North Indian""]"
U01408,Shivansh Saini,Bangalore,Family,veg,"[1, 2]",9,11,536,13,1032,"[""Cafe"", ""Continental"", ""Street Food""]"
U01409,Janya Rattan,Mumbai,Premium,non-veg,[3],6,9,1143,25,926,"[""Cafe"", ""Chinese""]"
U01410,Shravya Gole,Delhi,Budget,non-veg,"[0, 2]",2,23,194,47,177,"[""Chinese"", ""Street Food"", ""South Indian""]"
U01411,Veer Chaudhry,Delhi,Budget,veg,[5],9,11,342,49,199,"[""Desserts & Bakery""]"
U01412,Warinder Sankaran,Pune,Occasional,non-veg,[],24,4,446,3,291,"[""Cafe"", ""Mughlai""]"
U01413,Rohan Dhingra,Delhi,Budget,non-veg,[],7,26,308,29,210,"[""Italian"", ""Cafe""]"
U01414,Urvashi Andra,Mumbai,Budget,non-veg,"[3, 6]",9,10,334,29,275,"[""Cafe"", ""Italian""]"
U01415,Oviya Tata,Bangalore,Health,veg,"[4, 5]",12,5,558,11,350,"[""South Indian""]"
U01416,Zansi Walla,Bangalore,Occasional,veg,[2],40,2,345,2,437,"[""Continental""]"
U01417,Vidhi Mital,Jaipur,Occasional,veg,[],29,4,547,4,231,"[""North Indian"", ""Italian""]"
U01418,Champak Rao,Bangalore,Premium,non-veg,[4],4,6,940,17,792,"[""Cafe"", ""Biryani"", ""North Indian""]"
U01419,Nihal Bhasin,Mumbai,Occasional,non-veg,[],26,1,335,1,281,"[""Italian"", ""Continental""]"
U01420,Aachal Soni,Mumbai,Occasional,none,[3],12,3,433,4,420,"[""Continental""]"
U01421,Shivani Natt,Hyderabad,Budget,non-veg,[],9,14,259,43,157,"[""Cafe"", ""Chinese"", ""Street Food""]"
U01422,Jalsa Parsa,Ahmedabad,Occasional,veg,[],31,4,281,2,262,"[""Chinese""]"
U01423,Hemangini Bahri,Chennai,Premium,veg,[],1,6,966,12,663,"[""Italian"", ""Biryani""]"
U01424,Jairaj Panchal,Hyderabad,Premium,veg,[],5,9,1029,22,838,"[""North Indian"", ""Continental"", ""Desserts & Bakery""]"
U01425,Owen Mane,Kolkata,Health,veg,[],2,9,531,8,352,"[""Mughlai"", ""Biryani"", ""Street Food""]"
U01426,Ekta Uppal,Mumbai,Family,veg,[],4,13,744,18,548,"[""Desserts & Bakery"", ""North Indian"", ""Chinese""]"
U01427,Sanya Brar,Bangalore,Health,veg,[4],3,13,631,11,493,"[""Desserts & Bakery"", ""Italian"", ""Biryani""]"
U01428,Bhavini Sheth,Hyderabad,Family,veg,[],5,18,781,12,506,"[""Continental"", ""Chinese"", ""Biryani""]"
U01429,Oliver Nazareth,Kolkata,Premium,non-veg,"[3, 4]",2,18,845,13,565,"[""Continental"", ""North Indian""]"
U01430,Nidhi Bora,Bangalore,Health,non-veg,[],9,6,323,20,315,"[""Mughlai"", ""Continental""]"
U01431,Neel Oza,Pune,Budget,none,[],6,15,263,41,205,"[""Continental""]"
U01432,Dipta Nadig,Ahmedabad,Occasional,non-veg,[],33,4,414,2,455,"[""Biryani""]"
U01433,Amara Rana,Mumbai,Budget,none,[0],2,29,225,19,277,"[""Mughlai"", ""North Indian"", ""Street Food""]"
U01434,Sai Patil,Mumbai,Family,non-veg,"[2, 6]",5,18,1262,28,957,"[""Chinese""]"
U01435,Odika Ganesh,Hyderabad,Occasional,veg,"[3, 6]",38,1,477,7,227,"[""Mughlai"", ""Continental""]"
U01436,Arin Dass,Mumbai,Premium,non-veg,[4],1,18,1169,19,990,"[""Cafe"", ""Mughlai"", ""Street Food""]"
U01437,Zayan Buch,Hyderabad,Family,veg,"[1, 5]",2,9,722,33,674,"[""Cafe"", ""Italian"", ""Mughlai""]"
U01438,Ojas Ranganathan,Mumbai,Premium,none,[],2,14,538,13,908,"[""Italian"", ""Street Food"", ""Mughlai""]"
U01439,Girish Bhatt,Lucknow,Family,non-veg,[5],9,19,708,22,594,"[""Continental"", ""Chinese"", ""Mughlai""]"
U01440,Chatura Bal,Hyderabad,Health,non-veg,[],6,14,471,12,567,"[""Chinese""]"
U01441,Fiyaz Chawla,Mumbai,Family,non-veg,[6],1,19,900,24,822,"[""North Indian""]"
U01442,Nachiket Chad,Mumbai,Budget,non-veg,[],1,19,160,18,154,"[""Biryani"", ""Cafe""]"
U01443,Dayamai Karnik,Kolkata,Budget,none,"[2, 4, 5]",4,20,275,32,171,"[""Continental""]"
U01444,Bhanumati Savant,Delhi,Budget,veg,[],7,21,151,19,235,"[""North Indian"", ""South Indian""]"
U01445,Karan Vyas,Chennai,Budget,non-veg,[],9,11,293,29,250,"[""Mughlai"", ""Desserts & Bakery""]"
U01446,Ayush Banerjee,Mumbai,Family,non-veg,[],3,19,716,22,1025,"[""Chinese"", ""Biryani""]"
U01447,Eshana Soni,Jaipur,Family,non-veg,[],1,11,1391,23,819,"[""Cafe"", ""Street Food"", ""Biryani""]"
U01448,Anita Saxena,Hyderabad,Occasional,non-veg,[0],15,1,389,4,264,"[""Cafe"", ""Street Food"", ""Biryani""]"
U01449,Peter Shan,Bangalore,Budget,non-veg,"[1, 2, 5]",3,13,219,41,206,"[""Mughlai"", ""Street Food"", ""North Indian""]"
U01450,Dayita Palan,Chennai,Family,veg,[0],7,13,586,17,864,"[""North Indian"", ""Mughlai"", ""South Indian""]"
U01451,Utkarsh Chakraborty,Mumbai,Family,non-veg,"[1, 2]",3,18,1011,17,984,"[""Italian""]"
U01452,Darika Pau,Hyderabad,Family,non-veg,[],5,16,881,27,667,"[""Desserts & Bakery"", ""Street Food""]"
U01453,Abha Dugal,Kolkata,Occasional,non-veg,"[0, 1]",41,2,492,3,294,"[""Desserts & Bakery"", ""Italian"", ""Mughlai""]"
U01454,Advaith Acharya,Chennai,Occasional,none,[],31,3,598,2,360,"[""Italian""]"
U01455,Hemangini Mangat,Mumbai,Occasional,non-veg,[],33,4,470,3,415,"[""Italian"", ""Biryani"", ""Desserts & Bakery""]"
U01456,Abhiram Swamy,Delhi,Occasional,veg,[],11,2,512,6,232,"[""South Indian""]"
U01457,Chandani Andra,Delhi,Occasional,veg,"[2, 5]",25,4,486,2,255,"[""Italian""]"
U01458,Brinda Kashyap,Mumbai,Budget,veg,[1],3,22,345,28,225,"[""Chinese"", ""Biryani"", ""Desserts & Bakery""]"
U01459,Kashvi Gulati,Hyderabad,Budget,non-veg,[],7,28,334,48,283,"[""South Indian"", ""Continental""]"
U01460,Rajeshri Rana,Mumbai,Family,non-veg,"[3, 4]",3,19,1439,23,544,"[""Biryani"", ""North Indian"", ""South Indian""]"
U01461,Nihal Ramakrishnan,Mumbai,Occasional,non-veg,[],11,1,567,1,294,"[""Chinese"", ""Mughlai""]"
U01462,Thomas Lall,Pune,Occasional,non-veg,[],30,2,487,2,380,"[""Biryani"", ""North Indian"", ""Street Food""]"
U01463,Pahal Khatri,Hyderabad,Premium,veg,"[3, 4]",4,7,1082,25,684,"[""Biryani"", ""Continental"", ""Desserts & Bakery""]"
U01464,Bhavani Wali,Ahmedabad,Occasional,none,[],16,4,524,5,257,"[""Italian"", ""North Indian""]"
U01465,Nitara Guha,Bangalore,Family,non-veg,[],6,18,1419,12,735,"[""Desserts & Bakery"", ""South Indian""]"
U01466,Qabil Deshpande,Kolkata,Budget,non-veg,"[1, 4]",1,29,283,36,183,"[""North Indian"", ""Desserts & Bakery"", ""Cafe""]"
U01467,Indrajit Shah,Chennai,Occasional,none,[],36,4,509,3,415,"[""Street Food"", ""Chinese"", ""Desserts & Bakery""]"
U01468,Anita Swamy,Hyderabad,Budget,veg,"[3, 6]",1,16,313,39,255,"[""Street Food""]"
U01469,Ekani Bahl,Delhi,Health,vegan,"[1, 3]",5,6,474,15,437,"[""Cafe"", ""Chinese"", ""North Indian""]"
U01470,Chandran Warrior,Bangalore,Occasional,veg,[5],22,2,588,6,458,"[""Street Food"", ""Continental""]"
U01471,Quincy Chaudry,Delhi,Health,none,[4],5,10,620,22,333,"[""Continental"", ""Italian"", ""Street Food""]"
U01472,Amruta Dass,Bangalore,Family,veg,[5],6,18,503,33,897,"[""Italian"", ""Desserts & Bakery""]"
U01473,Abhiram Kaul,Chennai,Budget,non-veg,[5],8,29,325,23,230,"[""Continental"", ""Cafe"", ""Mughlai""]"
U01474,Matthew Aurora,Pune,Budget,none,[],1,21,150,29,160,"[""Biryani""]"
U01475,Teerth Oommen,Kolkata,Budget,non-veg,[],8,16,183,24,201,"[""North Indian"", ""Street Food"", ""Chinese""]"
U01476,Devika Tara,Delhi,Budget,non-veg,"[1, 4]",3,10,224,17,259,"[""Chinese""]"
U01477,Ubika Balay,Mumbai,Family,none,[],7,11,1494,19,742,"[""North Indian"", ""Cafe""]"
U01478,Faris Dhingra,Hyderabad,Family,non-veg,[],4,13,676,24,701,"[""North Indian"", ""Street Food"", ""Desserts & Bakery""]"
U01479,Amaira Ramanathan,Mumbai,Budget,veg,[1],1,15,256,37,223,"[""North Indian"", ""Chinese""]"
U01480,Upma Golla,Mumbai,Occasional,none,[3],28,1,565,7,480,"[""South Indian""]"
U01481,Zashil Raj,Lucknow,Health,veg,[2],5,11,466,9,331,"[""Continental"", ""South Indian""]"
U01482,Jairaj Kothari,Pune,Occasional,none,[],32,4,310,1,419,"[""Street Food"", ""Italian""]"
U01483,Saanvi Kota,Delhi,Occasional,non-veg,[],33,1,350,3,235,"[""Italian"", ""Continental""]"
U01484,Rushil Sharma,Kolkata,Budget,none,"[1, 6]",9,17,259,49,222,"[""Mughlai""]"
U01485,Sathvik Solanki,Mumbai,Budget,none,"[2, 3, 4]",1,21,318,29,247,"[""Cafe"", ""Italian"", ""South Indian""]"
U01486,Devika Naidu,Bangalore,Occasional,non-veg,"[0, 2]",37,1,474,1,260,"[""Cafe""]"
U01487,Brijesh Verma,Bangalore,Occasional,none,[],25,3,415,2,220,"[""Chinese""]"
U01488,Zehaan Srivastava,Bangalore,Budget,non-veg,[],6,13,324,39,165,"[""Desserts & Bakery"", ""Italian"", ""North Indian""]"
U01489,Rushil Patel,Hyderabad,Occasional,non-veg,"[0, 3]",17,1,377,6,316,"[""Italian"", ""Mughlai""]"
U01490,Tejas Chowdhury,Chennai,Family,non-veg,[],6,12,889,39,886,"[""Continental""]"
U01491,Radha Nair,Delhi,Budget,veg,[1],9,17,168,45,291,"[""Desserts & Bakery""]"
U01492,Oliver Majumdar,Bangalore,Budget,veg,[],4,23,292,42,159,"[""Street Food"", ""Biryani"", ""Cafe""]"
U01493,Meghana Kibe,Delhi,Occasional,none,[],27,1,422,3,400,"[""Continental""]"
U01494,Brijesh Soman,Hyderabad,Occasional,non-veg,[],30,3,250,4,339,"[""Desserts & Bakery"", ""Chinese""]"
U01495,Kamya Chakraborty,Hyderabad,Occasional,non-veg,[],14,2,368,2,411,"[""North Indian"", ""Street Food"", ""Biryani""]"
U01496,Nakul Tata,Hyderabad,Occasional,none,[],42,3,506,4,281,"[""Mughlai"", ""Chinese"", ""Biryani""]"
U01497,Hamsini Bhasin,Delhi,Occasional,veg,"[1, 3]",34,3,592,4,353,"[""Biryani""]"
U01498,Ishani Dube,Delhi,Family,veg,[],9,18,631,24,681,"[""Cafe"", ""South Indian""]"
U01499,Jeremiah Sura,Chennai,Occasional,non-veg,[],42,4,572,5,413,"[""North Indian"", ""Desserts & Bakery"", ""Italian""]"
U01500,Edhitha Palan,Lucknow,Family,non-veg,"[4, 6]",2,14,522,30,1148,"[""Street Food"", ""Mughlai""]"
U01501,Reyansh Bail,Delhi,Family,non-veg,[],7,9,1300,36,1068,"[""North Indian"", ""Biryani"", ""Mughlai""]"
U01502,Ishita Desai,Hyderabad,Premium,non-veg,"[3, 5, 6]",3,19,809,26,940,"[""Chinese"", ""Cafe"", ""Continental""]"
U01503,Balveer Sundaram,Hyderabad,Family,non-veg,[],2,10,934,34,1071,"[""Chinese"", ""Continental""]"
U01504,Chaitaly Suri,Bangalore,Family,non-veg,"[3, 5]",8,8,1159,28,678,"[""Desserts & Bakery"", ""Mughlai"", ""Italian""]"
U01505,Rachit Pall,Bangalore,Premium,veg,[],2,19,505,33,780,"[""Biryani"", ""Mughlai"", ""North Indian""]"
U01506,Upadhriti Maharaj,Bangalore,Premium,veg,"[3, 5, 6]",5,12,831,18,806,"[""Italian""]"
U01507,Ekapad Wali,Bangalore,Family,non-veg,[],1,8,1157,15,909,"[""Chinese"", ""Continental"", ""Street Food""]"
U01508,Shivani Merchant,Delhi,Budget,none,[],4,29,166,43,276,"[""Italian""]"
U01509,Jeevika Setty,Mumbai,Health,veg,[3],5,13,513,18,584,"[""Chinese"", ""Cafe"", ""Desserts & Bakery""]"
U01510,Yashawini Raghavan,Hyderabad,Budget,none,[],3,24,342,27,282,"[""Biryani""]"
U01511,Anirudh Patla,Mumbai,Family,non-veg,[1],3,19,1023,24,1052,"[""Biryani""]"
U01512,Ekani Bhatnagar,Pune,Family,veg,[],3,9,1017,17,1129,"[""Continental"", ""Street Food"", ""Chinese""]"
U01513,Ranveer Viswanathan,Hyderabad,Budget,non-veg,[],2,11,213,43,178,"[""Continental"", ""Desserts & Bakery""]"
U01514,Mitesh Mandal,Kolkata,Budget,non-veg,[],2,15,314,46,285,"[""Desserts & Bakery"", ""North Indian""]"
U01515,Nimrat Nagy,Hyderabad,Health,vegan,"[0, 4]",9,6,601,21,539,"[""Biryani"", ""South Indian""]"
U01516,Gopal Virk,Pune,Family,none,[],1,11,685,38,805,"[""Street Food""]"
U01517,Caleb Dayal,Pune,Budget,veg,"[0, 1, 2]",8,19,299,43,168,"[""South Indian"", ""North Indian"", ""Biryani""]"
U01518,Azad Jaggi,Delhi,Family,non-veg,[],2,14,1301,35,655,"[""Chinese"", ""Street Food"", ""Cafe""]"
U01519,Vedika Handa,Delhi,Family,veg,[],2,14,797,26,798,"[""Biryani""]"
U01520,Azad Rama,Lucknow,Premium,veg,[],2,5,663,31,755,"[""South Indian""]"
U01521,Aahana Bawa,Mumbai,Family,non-veg,"[0, 2]",5,15,979,34,1079,"[""South Indian"", ""Desserts & Bakery""]"
U01522,Timothy Bobal,Hyderabad,Premium,veg,[1],2,13,784,10,582,"[""Biryani"", ""Mughlai""]"
U01523,Sathvik Swamy,Hyderabad,Family,veg,[4],2,15,1480,25,752,"[""Biryani"", ""Italian""]"
U01524,Upadhriti Bhat,Hyderabad,Health,vegan,"[1, 2, 3]",6,6,359,18,558,"[""Chinese"", ""Cafe""]"
U01525,Ojasvi Pillay,Chennai,Family,non-veg,"[4, 5]",4,11,1054,24,1143,"[""Street Food""]"
U01526,Amaira Wadhwa,Delhi,Family,veg,"[3, 4, 6]",3,18,583,38,1170,"[""Chinese""]"
U01527,Ekavir Modi,Mumbai,Budget,veg,[],2,29,216,48,255,"[""Italian"", ""Continental"", ""Cafe""]"
U01528,Tarak Venkataraman,Mumbai,Premium,veg,[],6,14,1076,22,742,"[""South Indian""]"
U01529,Harrison Kashyap,Delhi,Budget,non-veg,"[0, 4, 6]",6,15,291,22,231,"[""Continental"", ""Italian"", ""Biryani""]"
U01530,Ranveer Hans,Mumbai,Occasional,veg,[],41,1,485,1,455,"[""South Indian"", ""Street Food"", ""Continental""]"
U01531,Praneel Sagar,Hyderabad,Premium,non-veg,[0],4,13,835,11,892,"[""Mughlai"", ""South Indian"", ""Chinese""]"
U01532,Ishita Shanker,Kolkata,Budget,non-veg,[2],2,18,297,26,244,"[""Desserts & Bakery"", ""Cafe""]"
U01533,Hemang Ganesan,Jaipur,Budget,veg,"[2, 4, 6]",3,25,282,25,162,"[""Desserts & Bakery"", ""South Indian""]"
U01534,Neelima Thaman,Delhi,Occasional,non-veg,[],37,3,577,2,389,"[""Continental""]"
U01535,Nakul Walla,Chennai,Occasional,non-veg,[4],36,2,389,2,467,"[""Cafe"", ""North Indian""]"
U01536,Indira Murty,Mumbai,Budget,veg,[],5,22,288,26,165,"[""Italian"", ""Biryani"", ""South Indian""]"
U01537,Kamya Sachar,Delhi,Family,veg,[6],1,13,1343,18,919,"[""Italian"", ""Mughlai"", ""Desserts & Bakery""]"
U01538,Ekiya Khosla,Delhi,Budget,none,[],9,20,329,21,183,"[""Biryani""]"
U01539,Keya Kumar,Lucknow,Budget,veg,[],2,26,229,36,194,"[""Desserts & Bakery"", ""Biryani""]"
U01540,Sneha Sem,Kolkata,Premium,veg,[6],3,13,1085,22,725,"[""Mughlai""]"
U01541,Aadi Banerjee,Mumbai,Budget,none,"[0, 3, 5]",8,21,195,31,179,"[""South Indian"", ""Mughlai""]"
U01542,Amol Vasa,Ahmedabad,Occasional,none,[4],35,2,311,1,309,"[""Italian"", ""South Indian"", ""Cafe""]"
U01543,Chasmum Ahuja,Ahmedabad,Budget,non-veg,[],4,18,234,41,245,"[""North Indian"", ""Biryani"", ""Cafe""]"
U01544,Tristan Kala,Chennai,Occasional,non-veg,"[0, 1, 3]",13,2,305,7,365,"[""Mughlai"", ""Continental""]"
U01545,Anthony Majumdar,Delhi,Family,veg,"[5, 6]",1,10,1402,13,537,"[""Street Food"", ""Desserts & Bakery""]"
U01546,Girindra Barad,Chennai,Budget,non-veg,[6],9,21,216,21,244,"[""Italian"", ""Biryani""]"
U01547,Ishani Dugal,Chennai,Budget,non-veg,"[0, 1, 2]",1,28,162,15,185,"[""Street Food"", ""Italian""]"
U01548,Alka Peri,Ahmedabad,Budget,veg,"[2, 3]",6,20,190,42,261,"[""South Indian"", ""Biryani"", ""Continental""]"
U01549,Viraj Kunda,Chennai,Occasional,non-veg,[],12,1,424,6,384,"[""Chinese"", ""Biryani""]"
U01550,George Ratta,Mumbai,Budget,veg,[],7,26,168,43,168,"[""North Indian"", ""Chinese""]"
U01551,Faras Nair,Mumbai,Family,veg,[],1,9,1067,16,825,"[""Chinese""]"
U01552,Oscar Sura,Chennai,Occasional,veg,[],27,4,290,3,359,"[""Desserts & Bakery"", ""Biryani""]"
U01553,Charita Barad,Mumbai,Budget,veg,[2],4,14,253,34,231,"[""Biryani"", ""Mughlai""]"
U01554,Farhan Bhalla,Mumbai,Budget,none,"[0, 6]",1,13,257,48,215,"[""Chinese"", ""Biryani"", ""South Indian""]"
U01555,Ijaya Saraf,Delhi,Family,veg,[],4,14,1368,26,1001,"[""Cafe""]"
U01556,Jai Karan,Mumbai,Family,non-veg,"[0, 3]",6,15,683,16,1066,"[""North Indian"", ""South Indian""]"
U01557,Lavanya Bhagat,Pune,Budget,veg,[],8,20,349,24,221,"[""South Indian"", ""North Indian""]"
U01558,Benjamin Nagar,Kolkata,Budget,none,"[1, 5, 6]",6,14,292,43,289,"[""Continental"", ""Biryani""]"
U01559,Eta Thakkar,Chennai,Family,none,[],6,16,782,21,641,"[""North Indian"", ""Cafe""]"
U01560,Michael Bedi,Delhi,Occasional,veg,[],22,3,235,3,310,"[""Chinese"", ""North Indian"", ""Cafe""]"
U01561,Sanaya Thaman,Pune,Premium,none,"[5, 6]",1,13,885,23,559,"[""North Indian"", ""Biryani"", ""Italian""]"
U01562,Tristan Sankaran,Hyderabad,Health,none,[],4,12,644,8,546,"[""North Indian"", ""South Indian""]"
U01563,Meera Divan,Lucknow,Health,non-veg,[],6,7,434,19,592,"[""Street Food"", ""Chinese"", ""Biryani""]"
U01564,Gayathri Butala,Hyderabad,Premium,veg,[],3,19,945,22,988,"[""Chinese""]"
U01565,Chandran Rastogi,Bangalore,Budget,veg,[],5,17,336,16,185,"[""Street Food""]"
U01566,Frederick Rastogi,Mumbai,Occasional,veg,[4],19,2,379,1,256,"[""Biryani"", ""Continental""]"
U01567,Kalpit Deshmukh,Mumbai,Occasional,veg,[5],31,1,586,6,367,"[""Chinese"", ""Biryani""]"
U01568,Rudra Sura,Jaipur,Premium,veg,"[2, 5]",2,9,1094,28,656,"[""Street Food""]"
U01569,Rohan Viswanathan,Chennai,Premium,veg,[4],3,15,848,30,528,"[""Continental"", ""Mughlai""]"
U01570,Xavier Bora,Mumbai,Health,veg,"[3, 5]",5,14,319,10,498,"[""Mughlai"", ""Desserts & Bakery""]"
U01571,Qushi Naik,Chennai,Budget,non-veg,"[1, 4, 6]",4,13,232,30,164,"[""Desserts & Bakery""]"
U01572,Isaiah Sachdev,Bangalore,Premium,veg,"[1, 6]",2,18,1009,29,807,"[""Continental"", ""Street Food"", ""North Indian""]"
